"DEVELOPMENT","TDS #","BUILDING #","STAIRHALL#","BOROUGH","HOUSE #","STREET","ADDRESS","CITY","STATE","ZIP CODE","BIN","BLOCK","LOT","BOROUGH/BLOCK/LOT #","CENSUS TRACT (2020)","NEIGHBORHOOD TABULATION AREA CODE","NEIGHBORHOOD TABULATION AREA NAME","COMMUNITY DISTRICT","CITY COUNCIL DISTRICT","STATE ASSEMBLY DISTRICT","STATE SENATE DISTRICT","US CONGRESSIONAL DISTRICT","PRIVATELY MANAGED","LATITUDE","LONGITUDE"
"SUMNER","73","8","015","BROOKLYN","995","MYRTLE AVENUE","995 MYRTLE AVENUE","BROOKLYN","NY","11,206","3338598","1749","15","3017490015","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.696533","-73.941491"
"SUMNER","73","9","016","BROOKLYN","991","MYRTLE AVENUE","991 MYRTLE AVENUE","BROOKLYN","NY","11,206","3338597","1749","15","3017490015","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.696465","-73.942005"
"SUMNER","73","9","017","BROOKLYN","987","MYRTLE AVENUE","987 MYRTLE AVENUE","BROOKLYN","NY","11,206","3338597","1749","15","3017490015","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.696723","-73.942534"
"SUMNER","73","10","018","BROOKLYN","979","MYRTLE AVENUE","979 MYRTLE AVENUE","BROOKLYN","NY","11,206","3338596","1749","15","3017490015","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.696389","-73.942911"
"SUMNER","73","10","019","BROOKLYN","231","THROOP AVENUE","231 THROOP AVENUE","BROOKLYN","NY","11,206","3338596","1749","15","3017490015","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.696628","-73.943434"
"SUMNER","73","11","020","BROOKLYN","56","MARCUS GARVEY BOULEVARD","56 MARCUS GARVEY BOULEVARD","BROOKLYN","NY","11,206","3338601","1749","15","3017490015","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.697368","-73.941757"
"SUMNER","73","12","021","BROOKLYN","44","MARCUS GARVEY BOULEVARD","44 MARCUS GARVEY BOULEVARD","BROOKLYN","NY","11,206","3338600","1749","15","3017490015","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.697982","-73.941294"
"SUMNER","73","12","022","BROOKLYN","834","PARK AVENUE","834 PARK AVENUE","BROOKLYN","NY","11,206","3338600","1749","15","3017490015","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.698217","-73.941817"
"SUMNER","73","13","023","BROOKLYN","824","PARK AVENUE","824 PARK AVENUE","BROOKLYN","NY","11,206","3338599","1749","15","3017490015","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.698168","-73.942337"
"SUMNER","73","13","024","BROOKLYN","808","PARK AVENUE","808 PARK AVENUE","BROOKLYN","NY","11,206","3338599","1749","15","3017490015","28,502","BK0302","Bedford-Stuyvesant (East)","3","36","56","25","7",,"40.697788","-73.942749"
"SURFSIDE GARDENS","170","1","001","BROOKLYN","2960","WEST 31ST STREET","2960 WEST 31ST STREET","BROOKLYN","NY","11,224","3321770","7049","15","3070490015","342","BK1302","Coney Island-Sea Gate","13","47","46","23","8",,"40.573687","-73.997385"
"SURFSIDE GARDENS","170","2","002","BROOKLYN","2950","WEST 31ST STREET","2950 WEST 31ST STREET","BROOKLYN","NY","11,224","3321769","7049","15","3070490015","342","BK1302","Coney Island-Sea Gate","13","47","46","23","8",,"40.573687","-73.998021"
"SURFSIDE GARDENS","170","3","003","BROOKLYN","2940","WEST 31ST STREET","2940 WEST 31ST STREET","BROOKLYN","NY","11,224","3321771","7049","15","3070490015","342","BK1302","Coney Island-Sea Gate","13","47","46","23","8",,"40.574267","-73.997897"
"SURFSIDE GARDENS","170","4","004","BROOKLYN","2839","WEST 33RD STREET","2839 WEST 33RD STREET","BROOKLYN","NY","11,224","3321615","7007","1","3070070001","328","BK1302","Coney Island-Sea Gate","13","47","46","23","8",,"40.576304","-73.999438"
"SURFSIDE GARDENS","170","5","005","BROOKLYN","2820","WEST 32ND STREET","2820 WEST 32ND STREET","BROOKLYN","NY","11,224","3321616","7007","1","3070070001","328","BK1302","Coney Island-Sea Gate","13","47","46","23","8",,"40.576905","-73.999306"
"TAFT","97","1","001","MANHATTAN","1694","MADISON AVENUE","1694 MADISON AVENUE","NEW YORK","NY","10,029","1080502","1618","1","1016180001","184","MN1102","East Harlem (North)","11","8","68","30","13",,"40.798025","-73.946954"
"TAFT","97","2","002","MANHATTAN","1345","5TH AVENUE","1345 5TH AVENUE","NEW YORK","NY","10,029","1080500","1618","1","1016180001","184","MN1102","East Harlem (North)","11","8","68","30","13",,"40.798401","-73.947785"
"TAFT","97","3","003","MANHATTAN","1365","5TH AVENUE","1365 5TH AVENUE","NEW YORK","NY","10,029","1080501","1618","1","1016180001","184","MN1102","East Harlem (North)","11","8","68","30","13",,"40.798755","-73.946973"
"TAFT","97","4","004","MANHATTAN","1385","5TH AVENUE","1385 5TH AVENUE","NEW YORK","NY","10,029","1080508","1618","1","1016180001","184","MN1102","East Harlem (North)","11","8","68","30","13",,"40.799483","-73.946996"
"TAFT","97","5","005","MANHATTAN","1734","MADISON AVENUE","1734 MADISON AVENUE","NEW YORK","NY","10,029","1080509","1618","1","1016180001","184","MN1102","East Harlem (North)","11","8","68","30","13",,"40.799073","-73.946209"
"TAFT","97","6","006","MANHATTAN","1735","MADISON AVENUE","1735 MADISON AVENUE","NEW YORK","NY","10,029","1080642","1620","23","1016200023","184","MN1102","East Harlem (North)","11","8","68","30","13",,"40.798782","-73.945432"
"TAFT","97","7","007","MANHATTAN","70","EAST 115TH STREET","70 EAST 115TH STREET","NEW YORK","NY","10,029","1080643","1620","23","1016200023","184","MN1102","East Harlem (North)","11","8","68","30","13",,"40.798442","-73.944595"
"TAFT","97","8","008","MANHATTAN","65","EAST 112TH STREET","65 EAST 112TH STREET","NEW YORK","NY","10,029","1080641","1620","23","1016200023","184","MN1102","East Harlem (North)","11","8","68","30","13",,"40.797387","-73.945371"
"TAFT","97","9","009","MANHATTAN","1695","MADISON AVENUE","1695 MADISON AVENUE","NEW YORK","NY","10,029","1080640","1620","23","1016200023","184","MN1102","East Harlem (North)","11","8","68","30","13",,"40.797759","-73.946165"
"TAYLOR STREET-WYTHE AVENUE","234","1","001","BROOKLYN","626","WYTHE PLACE","626 WYTHE PLACE","BROOKLYN","NY","11,249","3059901","2175","70","3021750070","545","BK0103","South Williamsburg","1","34","50","18","7",,"40.704407","-73.964752"
"TAYLOR STREET-WYTHE AVENUE","234","2","002","BROOKLYN","51","ROSS STREET","51 ROSS STREET","BROOKLYN","NY","11,249","3059903","2175","80","3021750080","545","BK0103","South Williamsburg","1","34","50","18","7",,"40.703484","-73.96417"
"TAYLOR STREET-WYTHE AVENUE","234","3","003","BROOKLYN","611","WYTHE AVENUE","611 WYTHE AVENUE","BROOKLYN","NY","11,249","3059904","2175","90","3021750090","545","BK0103","South Williamsburg","1","34","50","18","7",,"40.703782","-73.964673"
"TAYLOR STREET-WYTHE AVENUE","234","4","004","BROOKLYN","571","WYTHE AVENUE","571 WYTHE AVENUE","BROOKLYN","NY","11,249","3059900","2175","60","3021750060","545","BK0103","South Williamsburg","1","34","50","18","7",,"40.704536","-73.965524"
"TAYLOR STREET-WYTHE AVENUE","234","5","005","BROOKLYN","70","CLYMER STREET","70 CLYMER STREET","BROOKLYN","NY","11,249","3251702","2175","30","3021750030","545","BK0103","South Williamsburg","1","34","50","18","7",,"40.704848","-73.965955"
"TELLER AVENUE-EAST 166TH STREET","223","1","001","BRONX","1100","TELLER AVENUE","1100 TELLER AVENUE","BRONX","NY","10,456","2002141","2429","1","2024290001","175","BX0401","Concourse-Concourse Village","4","16","77","32","15",,"40.829971","-73.912816"
"THOMAS APARTMENTS","268","1","046","MANHATTAN","102","WEST 91ST STREET","102 WEST 91ST STREET","NEW YORK","NY","10,024","1077231","1221","38","1012210038","177","MN0702","Upper West Side (Central)","7","6","69","47","12",,"40.789787","-73.970297"
"THROGGS NECK","63","1","001","BRONX","2731","SAMPSON AVENUE","2731 SAMPSON AVENUE","BRONX","NY","10,465","2093884","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.818738","-73.823995"
"THROGGS NECK","63","1","002","BRONX","2733","SAMPSON AVENUE","2733 SAMPSON AVENUE","BRONX","NY","10,465","2093884","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.818937","-73.824091"
"THROGGS NECK","63","1","003","BRONX","2735","SAMPSON AVENUE","2735 SAMPSON AVENUE","BRONX","NY","10,465","2093884","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.819149","-73.824194"
"THROGGS NECK","63","2","004","BRONX","2743","SAMPSON AVENUE","2743 SAMPSON AVENUE","BRONX","NY","10,465","2093889","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.818869","-73.823819"
"THROGGS NECK","63","2","005","BRONX","2745","SAMPSON AVENUE","2745 SAMPSON AVENUE","BRONX","NY","10,465","2093889","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.819076","-73.823928"
"THROGGS NECK","63","3","006","BRONX","2751","SAMPSON AVENUE","2751 SAMPSON AVENUE","BRONX","NY","10,465","2093890","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.819114","-73.823426"
"THROGGS NECK","63","3","007","BRONX","2755","SAMPSON AVENUE","2755 SAMPSON AVENUE","BRONX","NY","10,465","2093890","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.819238","-73.823353"
"THROGGS NECK","63","4","008","BRONX","2761","SAMPSON AVENUE","2761 SAMPSON AVENUE","BRONX","NY","10,465","2093891","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.819245","-73.822915"
"THROGGS NECK","63","4","009","BRONX","2765","SAMPSON AVENUE","2765 SAMPSON AVENUE","BRONX","NY","10,465","2093891","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.819384","-73.822842"
"THROGGS NECK","63","5","010","BRONX","2775","SAMPSON AVENUE","2775 SAMPSON AVENUE","BRONX","NY","10,465","2093892","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.819321","-73.822315"
"THROGGS NECK","63","5","011","BRONX","2777","SAMPSON AVENUE","2777 SAMPSON AVENUE","BRONX","NY","10,465","2093892","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.819538","-73.822412"
"THROGGS NECK","63","6","012","BRONX","2785","SAMPSON AVENUE","2785 SAMPSON AVENUE","BRONX","NY","10,465","2093893","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.819407","-73.822117"
"THROGGS NECK","63","6","013","BRONX","2787","SAMPSON AVENUE","2787 SAMPSON AVENUE","BRONX","NY","10,465","2093893","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.819601","-73.822208"
"THROGGS NECK","63","7","014","BRONX","2730","DEWEY AVENUE","2730 DEWEY AVENUE","BRONX","NY","10,465","2093883","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.81966","-73.824546"
"THROGGS NECK","63","7","015","BRONX","2732","DEWEY AVENUE","2732 DEWEY AVENUE","BRONX","NY","10,465","2093883","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.819891","-73.824655"
"THROGGS NECK","63","7","016","BRONX","2734","DEWEY AVENUE","2734 DEWEY AVENUE","BRONX","NY","10,465","2093883","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.820071","-73.824752"
"THROGGS NECK","63","8","017","BRONX","2742","DEWEY AVENUE","2742 DEWEY AVENUE","BRONX","NY","10,465","2093885","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.819957","-73.824459"
"THROGGS NECK","63","8","018","BRONX","2744","DEWEY AVENUE","2744 DEWEY AVENUE","BRONX","NY","10,465","2093885","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.820151","-73.824555"
"THROGGS NECK","63","9","019","BRONX","2760","DEWEY AVENUE","2760 DEWEY AVENUE","BRONX","NY","10,465","2093886","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.820093","-73.823948"
"THROGGS NECK","63","9","020","BRONX","2762","DEWEY AVENUE","2762 DEWEY AVENUE","BRONX","NY","10,465","2093886","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.820287","-73.824044"
"THROGGS NECK","63","10","021","BRONX","2770","DEWEY AVENUE","2770 DEWEY AVENUE","BRONX","NY","10,465","2093887","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.820313","-73.823454"
"THROGGS NECK","63","10","022","BRONX","2774","DEWEY AVENUE","2774 DEWEY AVENUE","BRONX","NY","10,465","2093887","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.820447","-73.823368"
"THROGGS NECK","63","11","023","BRONX","2786","DEWEY AVENUE","2786 DEWEY AVENUE","BRONX","NY","10,465","2093888","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.820528","-73.822874"
"THROGGS NECK","63","11","024","BRONX","471","SWINTON AVENUE","471 SWINTON AVENUE","BRONX","NY","10,465","2093888","5582","1","2055820001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.820644","-73.822783"
"THROGGS NECK","63","12","025","BRONX","2773","DEWEY AVENUE","2773 DEWEY AVENUE","BRONX","NY","10,465","2091480","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.821084","-73.823868"
"THROGGS NECK","63","12","026","BRONX","2775","DEWEY AVENUE","2775 DEWEY AVENUE","BRONX","NY","10,465","2091480","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.821273","-73.823958"
"THROGGS NECK","63","12","027","BRONX","2777","DEWEY AVENUE","2777 DEWEY AVENUE","BRONX","NY","10,465","2091480","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.821485","-73.824061"
"THROGGS NECK","63","13","028","BRONX","2791","DEWEY AVENUE","2791 DEWEY AVENUE","BRONX","NY","10,465","2091479","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.82119","-73.823346"
"THROGGS NECK","63","13","029","BRONX","2793","DEWEY AVENUE","2793 DEWEY AVENUE","BRONX","NY","10,465","2091479","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.821416","-73.823461"
"THROGGS NECK","63","13","030","BRONX","2795","DEWEY AVENUE","2795 DEWEY AVENUE","BRONX","NY","10,465","2091479","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.821629","-73.823558"
"THROGGS NECK","63","14","031","BRONX","2801","DEWEY AVENUE","2801 DEWEY AVENUE","BRONX","NY","10,465","2091478","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.8215","-73.823079"
"THROGGS NECK","63","14","032","BRONX","2805","DEWEY AVENUE","2805 DEWEY AVENUE","BRONX","NY","10,465","2091478","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.821634","-73.822999"
"THROGGS NECK","63","15","033","BRONX","2815","DEWEY AVENUE","2815 DEWEY AVENUE","BRONX","NY","10,465","2091477","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.821685","-73.822488"
"THROGGS NECK","63","15","034","BRONX","2821","DEWEY AVENUE","2821 DEWEY AVENUE","BRONX","NY","10,465","2091477","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.821833","-73.82242"
"THROGGS NECK","63","16","035","BRONX","2829","DEWEY AVENUE","2829 DEWEY AVENUE","BRONX","NY","10,465","2091476","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.821708","-73.821947"
"THROGGS NECK","63","16","036","BRONX","2831","DEWEY AVENUE","2831 DEWEY AVENUE","BRONX","NY","10,465","2091476","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.82192","-73.82205"
"THROGGS NECK","63","17","037","BRONX","505","CALHOUN AVENUE","505 CALHOUN AVENUE","BRONX","NY","10,465","2091475","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.821857","-73.821447"
"THROGGS NECK","63","17","038","BRONX","515","CALHOUN AVENUE","515 CALHOUN AVENUE","BRONX","NY","10,465","2091475","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.822065","-73.821549"
"THROGGS NECK","63","18","039","BRONX","545","CALHOUN AVENUE","545 CALHOUN AVENUE","BRONX","NY","10,465","2091474","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.822546","-73.822238"
"THROGGS NECK","63","18","040","BRONX","555","CALHOUN AVENUE","555 CALHOUN AVENUE","BRONX","NY","10,465","2091474","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.822661","-73.822152"
"THROGGS NECK","63","19","041","BRONX","2776","SCHLEY AVENUE","2776 SCHLEY AVENUE","BRONX","NY","10,465","2091468","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.822104","-73.824507"
"THROGGS NECK","63","19","042","BRONX","2778","SCHLEY AVENUE","2778 SCHLEY AVENUE","BRONX","NY","10,465","2091468","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.822298","-73.824598"
"THROGGS NECK","63","19","043","BRONX","2780","SCHLEY AVENUE","2780 SCHLEY AVENUE","BRONX","NY","10,465","2091468","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.822506","-73.824707"
"THROGGS NECK","63","20","044","BRONX","2790","SCHLEY AVENUE","2790 SCHLEY AVENUE","BRONX","NY","10,465","2091469","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.822501","-73.824128"
"THROGGS NECK","63","20","045","BRONX","2794","SCHLEY AVENUE","2794 SCHLEY AVENUE","BRONX","NY","10,465","2091469","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.822699","-73.824225"
"THROGGS NECK","63","21","046","BRONX","2800","SCHLEY AVENUE","2800 SCHLEY AVENUE","BRONX","NY","10,465","2091471","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.822437","-73.823865"
"THROGGS NECK","63","21","047","BRONX","2802","SCHLEY AVENUE","2802 SCHLEY AVENUE","BRONX","NY","10,465","2091471","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.822622","-73.823943"
"THROGGS NECK","63","21","048","BRONX","2804","SCHLEY AVENUE","2804 SCHLEY AVENUE","BRONX","NY","10,465","2091471","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.822843","-73.824052"
"THROGGS NECK","63","22","049","BRONX","2816","SCHLEY AVENUE","2816 SCHLEY AVENUE","BRONX","NY","10,465","2091472","5564","1","2055640001","144","BX1002","Throgs Neck-Schuylerville","10","13","82","34","14",,"40.822865","-73.823457"
